.396,1.513, 0
2041.416,1.510, 0
2041.435,1.526, 0
2041.455,1.535, 0
2041.475,1.523, 0
2041.495,1.539, 0
2041.396,1.513, 0
2041.416,1.510, 0
2041.435,1.526, 0
2041.455,1.535, 0
2041.475,1.523, 0
2041.495,1.539, 0
20410.002,1.529, 0
0.012,1.535, 0
0.022,1.532, 0
0.032,1.532, 0
0.042,1.535, 0
0.052,1.535, 0
0.062,1.523, 0
0.072,1.516, 0
0.082,1.516, 0
0.092,1.516, 0
0.102,1.523, 0
0.112,1.516, 0
0.122,1.519, 0
0.132,1.513, 0
0.142,1.519, 0
0.152,1.516, 0
0.162,1.516, 0
0.172,1.516, 0
0.182,1.519, 0
0.194,1.513, 0
0.211,1.529, 0
0.227,1.510, 0
0.244,1.497, 0
0.261,1.490, 0
0.277,1.494, 0
0.294,1.490, 0
0.311,1.494, 0
0.327,1.497, 0
0.344,1.487, 0
0.360,1.497, 0
0.377,1.494, 0
0.394,1.500, 0
0.410,1.506, 0
0.427,1.510, 0
0.444,1.500, 0
0.460,1.497, 0
0.477,1.494, 0
0.494,1.490, 0
0.510,1.490, 0
0.527,1.494, 0
0.543,1.494, 0
0.560,1.494, 0
0.577,1.500, 0
0.593,1.500, 0
0.610,1.510, 0
0.627,1.510, 0
0.643,1.513, 0
0.660,1.516, 0
0.677,1.516, 0
0.693,1.519, 0
0.710,1.523, 0
0.727,1.532, 0
0.743,1.526, 0
0.760,1.529, 0
0.776,1.529, 0
0.793,1.516, 0
0.810,1.516, 0
0.826,1.526, 0
0.843,1.526, 0
0.860,1.523, 0
0.876,1.526, 0
0.893,1.516, 0
0.910,1.519, 0
0.926,1.523, 0
0.943,1.516, 0
0.959,1.506, 0
0.976,1.516, 0
0.993,1.519, 0
1.009,1.513, 0
1.026,1.516, 0
1.043,1.510, 0
1.059,1.500, 0
1.076,1.490, 0
1.093,1.494, 0
1.109,1.484, 0
1.126,1.484, 0
1.143,1.487, 0
1.159,1.471, 0
1.176,1.474, 0
1.192,1.477, 0
1.209,1.471, 0
1.226,1.465, 0
1.242,1.458, 0
1.259,1.458, 0
1.276,1.458, 0
1.292,1.452, 0
1.309,1.442, 0
1.326,1.445, 0
1.342,1.439, 0
1.359,1.439, 0
1.375,1.448, 0
1.392,1.455, 0
1.409,1.445, 0
1.425,1.452, 0
1.442,1.458, 0
1.459,1.458, 0
1.475,1.455, 0
1.492,1.455, 0
1.509,1.461, 0
1.525,1.458, 0
1.542,1.461, 0
1.559,1.465, 0
1.575,1.465, 0
1.592,1.461, 0
1.608,1.465, 0
1.625,1.474, 0
1.642,1.481, 0
1.658,1.471, 0
1.675,1.477, 0
1.692,1.481, 0
1.708,1.477, 0
1.725,1.465, 0
1.742,1.468, 0
1.758,1.465, 0
1.775,1.474, 0
1.791,1.471, 0
1.808,1.474, 0
1.825,1.474, 0
1.841,1.484, 0
1.858,1.481, 0
1.875,1.487, 0
1.891,1.494, 0
1.908,1.487, 0
1.925,1.490, 0
1.941,1.490, 0
1.958,1.481, 0
1.975,1.487, 0
1.991,1.477, 0
2.008,1.490, 0
2.024,1.494, 0
2.041,1.500, 0
2.058,1.487, 0
2.074,1.490, 0
2.091,1.497, 0
2.108,1.500, 0
2.124,1.497, 0
2.141,1.500, 0
2.158,1.503, 0
2.174,1.510, 0
2.191,1.506, 0
2.207,1.503, 0
2.224,1.503, 0
2.241,1.500, 0
2.257,1.503, 0
2.274,1.513, 0
2.291,1.510, 0
2.307,1.513, 0
2.324,1.519, 0
2.341,1.513, 0
2.357,1.510, 0
2.374,1.510, 0
2.391,1.516, 0
2.407,1.516, 0
2.424,1.513, 0
2.440,1.516, 0
2.457,1.506, 0
2.474,1.500, 0
2.490,1.506, 0
2.507,1.500, 0
2.524,1.513, 0
2.540,1.510, 0
2.557,1.510, 0
2.574,1.503, 0
2.590,1.513, 0
2.607,1.506, 0
2.623,1.500, 0
2.640,1.497, 0
2.657,1.497, 0
2.673,1.500, 0
2.690,1.490, 0
2.707,1.484, 0
2.723,1.487, 0
2.740,1.484, 0
2.757,1.471, 0
2.773,1.471, 0
2.790,1.474, 0
2.807,1.484, 0
2.823,1.497, 0
2.840,1.494, 0
2.856,1.497, 0
2.873,1.497, 0
2.890,1.494, 0
2.906,1.494, 0
2.923,1.494, 0
2.940,1.481, 0
2.956,1.484, 0
2.973,1.484, 0
2.990,1.477, 0
3.006,1.468, 0
3.023,1.474, 0
3.039,1.471, 0
3.056,1.465, 0
3.073,1.468, 0
3.089,1.474, 0
3.106,1.477, 0
3.123,1.484, 0
3.139,1.481, 0
3.156,1.487, 0
3.173,1.494, 0
3.189,1.497, 0
3.206,1.490, 0
3.223,1.494, 0
3.239,1.494, 0
3.256,1.497, 0
3.272,1.490, 0
3.289,1.487, 0
3.306,1.490, 0
3.322,1.497, 0
3.339,1.494, 0
3.356,1.494, 0
3.372,1.497, 0
3.389,1.494, 0
3.406,1.497, 0
3.422,1.500, 0
3.439,1.510, 0
3.455,1.497, 0
3.472,1.506, 0
3.489,1.510, 0
3.505,1.497, 0
3.522,1.500, 0
3.539,1.500, 0
3.555,1.490, 0
3.572,1.484, 0
3.589,1.490, 0
3.605,1.487, 0
3.622,1.494, 0
3.639,1.494, 0
3.655,1.497, 0
3.672,1.497, 0
3.688,1.503, 0
3.705,1.506, 0
3.722,1.506, 0
3.738,1.516, 0
3.755,1.519, 0
3.772,1.526, 0
3.788,1.523, 0
3.805,1.516, 0
3.822,1.516, 0
3.838,1.526, 0
3.855,1.516, 0
3.871,1.510, 0
3.888,1.516, 0
3.905,1.516, 0
3.921,1.519, 0
3.938,1.513, 0
3.955,1.523, 0
3.971,1.506, 0
3.988,1.516, 0
4.005,1.513, 0
4.021,1.526, 0
4.038,1.506, 0
4.055,1.510, 0
4.071,1.516, 0
4.088,1.519, 0
4.104,1.519, 0
4.121,1.519, 0
4.138,1.516, 0
4.154,1.526, 0
4.171,1.519, 0
4.188,1.519, 0
4.204,1.523, 0
4.221,1.506, 0
4.238,1.494, 0
4.254,1.490, 0
4.271,1.474, 0
4.287,1.468, 0
4.304,1.468, 0
4.321,1.458, 0
4.337,1.455, 0
4.354,1.455, 0
4.371,1.455, 0
4.387,1.448, 0
4.404,1.445, 0
4.421,1.442, 0
4.437,1.442, 0
4.454,1.448, 0
4.471,1.452, 0
4.487,1.435, 0
4.504,1.439, 0
4.520,1.442, 0
4.537,1.442, 0
4.554,1.448, 0
4.570,1.448, 0
4.587,1.458, 0
4.604,1.452, 0
4.620,1.458, 0
4.637,1.465, 0
4.654,1.458, 0
4.670,1.468, 0
4.687,1.477, 0
4.703,1.474, 0
4.720,1.477, 0
4.737,1.484, 0
4.753,1.490, 0
4.770,1.490, 0
4.787,1.487, 0
4.803,1.500, 0
4.820,1.503, 0
4.837,1.494, 0
4.853,1.494, 0
4.870,1.497, 0
4.887,1.516, 0
4.903,1.506, 0
4.920,1.513, 0
4.936,1.513, 0
4.953,1.506, 0
4.970,1.503, 0
4.986,1.494, 0
5.003,1.500, 0
5.020,1.497, 0
5.036,1.500, 0
5.053,1.500, 0
5.070,1.497, 0
5.086,1.506, 0
5.103,1.506, 0
5.119,1.506, 0
5.136,1.506, 0
5.153,1.494, 0
5.169,1.497, 0
5.186,1.487, 0
5.203,1.500, 0
5.219,1.500, 0
5.236,1.497, 0
5.253,1.494, 0
5.269,1.510, 0
5.286,1.510, 0
5.303,1.503, 0
5.319,1.503, 0
5.336,1.500, 0
5.352,1.497, 0
5.369,1.500, 0
5.386,1.490, 0
5.402,1.490, 0
5.419,1.497, 0
5.436,1.494, 0
5.452,1.497, 0
5.469,1.497, 0
5.486,1.510, 0
5.502,1.503, 0
5.519,1.494, 0
5.535,1.503, 0
5.552,1.503, 0
5.569,1.513, 0
5.585,1.516, 0
5.602,1.506, 0
5.619,1.497, 0
5.635,1.487, 0
5.652,1.513, 0
5.669,1.490, 0
5.685,1.497, 0
5.702,1.494, 0
5.719,1.494, 0
5.735,1.503, 0
5.752,1.494, 0
5.768,1.490, 0
5.785,1.487, 0
5.802,1.477, 0
5.818,1.497, 0
5.835,1.481, 0
5.852,1.474, 0
5.868,1.474, 0
5.885,1.471, 0
5.902,1.477, 0
5.918,1.468, 0
5.935,1.465, 0
5.951,1.468, 0
5.968,1.458, 0
5.985,1.458, 0
6.001,1.445, 0
6.018,1.445, 0
6.035,1.439, 0
6.051,1.448, 0
6.068,1.435, 0
6.085,1.435, 0
6.101,1.426, 0
6.118,1.426, 0
6.135,1.432, 0
6.151,1.432, 0
6.168,1.429, 0
6.184,1.410, 0
6.201,1.406, 0
6.218,1.400, 0
6.234,1.413, 0
6.251,1.416, 0
6.268,1.429, 0
6.284,1.429, 0
6.301,1.435, 0
6.318,1.442, 0
6.334,1.435, 0
6.351,1.435, 0
6.367,1.432, 0
6.384,1.442, 0
6.401,1.448, 0
6.417,1.455, 0
6.434,1.455, 0
6.451,1.461, 0
6.467,1.465, 0
6.484,1.458, 0
6.501,1.471, 0
6.517,1.481, 0
6.534,1.490, 0
6.551,1.500, 0
6.567,1.497, 0
6.584,1.494, 0
6.600,1.494, 0
6.617,1.500, 0
6.634,1.500, 0
6.650,1.497, 0
6.667,1.506, 0
6.684,1.506, 0
6.700,1.503, 0
6.717,1.500, 0
6.734,1.503, 0
6.750,1.494, 0
6.767,1.500, 0
6.783,1.500, 0
6.800,1.497, 0
6.817,1.497, 0
6.833,1.494, 0
6.850,1.503, 0
6.867,1.494, 0
6.883,1.487, 0
6.900,1.490, 0
6.917,1.487, 0
6.933,1.497, 0
6.950,1.500, 0
6.967,1.513, 0
6.983,1.516, 0
7.000,1.516, 0
7.016,1.516, 0
7.033,1.506, 0
7.050,1.516, 0
7.066,1.513, 0
7.083,1.519, 0
7.100,1.519, 0
7.116,1.519, 0
7.133,1.516, 0
7.150,1.516, 0
7.166,1.519, 0
7.183,1.542, 0
7.199,1.510, 0
7.216,1.519, 0
7.233,1.506, 0
7.249,1.519, 0
7.266,1.513, 0
7.283,1.506, 0
7.299,1.506, 0
7.316,1.510, 0
7.333,1.506, 0
7.349,1.490, 0
7.366,1.497, 0
7.383,1.494, 0
7.399,1.494, 0
7.416,1.500, 0
7.432,1.497, 0
7.449,1.500, 0
7.466,1.497, 0
7.482,1.474, 0
7.499,1.487, 0
7.516,1.477, 0
7.532,1.487, 0
7.549,1.484, 0
7.566,1.484, 0
7.582,1.490, 0
7.599,1.484, 0
7.615,1.481, 0
7.632,1.481, 0
7.649,1.481, 0
7.665,1.484, 0
7.682,1.481, 0
7.699,1.481, 0
7.715,1.474, 0
7.732,1.487, 0
7.749,1.474, 0
7.765,1.474, 0
7.782,1.452, 0
7.799,1.481, 0
7.815,1.477, 0
7.832,1.481, 0
7.848,1.471, 0
7.865,1.474, 0
7.882,1.474, 0
7.898,1.461, 0
7.915,1.474, 0
7.932,1.468, 0
7.948,1.477, 0
7.965,1.468, 0
7.982,1.474, 0
7.998,1.474, 0
8.015,1.461, 0
8.031,1.494, 0
8.048,1.513, 0
8.065,1.519, 0
8.081,1.506, 0
8.098,1.503, 0
8.115,1.503, 0
8.131,1.503, 0
8.148,1.503, 0
8.165,1.513, 0
8.181,1.510, 0
8.198,1.516, 0
8.215,1.516, 0
8.231,1.503, 0
8.248,1.516, 0
8.264,1.519, 0
8.281,1.503, 0
8.298,1.506, 0
8.314,1.506, 0
8.331,1.506, 0
8.348,1.506, 0
8.364,1.494, 0
8.381,1.490, 0
8.398,1.500, 0
8.414,1.503, 0
8.431,1.503, 0
8.447,1.503, 0
8.464,1.497, 0
8.481,1.487, 0
8.497,1.500, 0
8.514,1.500, 0
8.531,1.500, 0
8.547,1.500, 0
8.564,1.497, 0
8.581,1.503, 0
8.597,1.503, 0
8.614,1.497, 0
8.631,1.500, 0
8.647,1.494, 0
8.664,1.497, 0
8.680,1.490, 0
8.697,1.484, 0
8.714,1.477, 0
8.730,1.497, 0
8.747,1.490, 0
8.764,1.474, 0
8.780,1.484, 0
8.797,1.474, 0
8.814,1.458, 0
8.830,1.458, 0
8.847,1.465, 0
8.863,1.468, 0
8.880,1.474, 0
8.897,1.452, 0
8.913,1.439, 0
8.930,1.442, 0
8.947,1.465, 0
8.963,1.458, 0
8.980,1.465, 0
8.997,1.458, 0
9.013,1.465, 0
9.030,1.465, 0
9.047,1.471, 0
9.063,1.477, 0
9.080,1.474, 0
9.096,1.481, 0
9.113,1.487, 0
9.130,1.487, 0
9.146,1.497, 0
9.163,1.503, 0
9.180,1.510, 0
9.196,1.506, 0
9.213,1.516, 0
9.230,1.516, 0
9.246,1.516, 0
9.263,1.516, 0
9.279,1.513, 0
9.296,1.513, 0
9.313,1.526, 0
9.329,1.526, 0
9.346,1.532, 0
9.363,1.529, 0
9.379,1.532, 0
9.396,1.519, 0
9.413,1.519, 0
9.429,1.526, 0
9.446,1.519, 0
9.463,1.516, 0
9.479,1.526, 0
9.496,1.519, 0
9.512,1.519, 0
9.529,1.529, 0
9.546,1.532, 0
9.562,1.523, 0
9.579,1.519, 0
9.596,1.529, 0
9.612,1.526, 0
9.629,1.519, 0
9.646,1.523, 0
9.662,1.529, 0
9.679,1.529, 0
9.695,1.555, 0
9.712,1.532, 0
9.729,1.532, 0
9.745,1.523, 0
9.762,1.519, 0
9.779,1.516, 0
9.795,1.529, 0
9.812,1.503, 0
9.829,1.510, 0
9.845,1.513, 0
9.862,1.513, 0
9.879,1.510, 0
9.895,1.500, 0
9.912,1.503, 0
9.928,1.497, 0
9.945,1.500, 0
9.962,1.494, 0
9.978,1.490, 0
9.995,1.490, 0
10.012,1.487, 0
10.029,1.481, 0
10.047,1.471, 0
10.065,1.468, 0
10.082,1.468, 0
10.100,1.474, 0
10.118,1.477, 0
10.135,1.477, 0
10.153,1.477, 0
10.171,1.477, 0
10.188,1.494, 0
10.206,1.484, 0
10.224,1.477, 0
10.241,1.474, 0
10.259,1.477, 0
10.277,1.484, 0
10.295,1.484, 0
10.312,1.484, 0
10.330,1.484, 0
10.348,1.481, 0
10.365,1.481, 0
10.383,1.490, 0
10.401,1.481, 0
10.418,1.477, 0
10.436,1.484, 0
10.454,1.494, 0
10.471,1.497, 0
10.489,1.500, 0
10.507,1.500, 0
10.524,1.510, 0
10.542,1.484, 0
10.560,1.490, 0
10.577,1.484, 0
10.595,1.481, 0
10.613,1.474, 0
10.630,1.465, 0
10.648,1.471, 0
10.666,1.484, 0
10.683,1.490, 0
10.701,1.497, 0
10.719,1.494, 0
10.737,1.487, 0
10.754,1.484, 0
10.772,1.487, 0
10.790,1.490, 0
10.807,1.494, 0
10.825,1.494, 0
10.843,1.484, 0
10.860,1.477, 0
10.878,1.487, 0
10.896,1.487, 0
10.913,1.487, 3
10.931,1.494, 3
10.949,1.490, 3
10.966,1.484, 3
10.984,1.474, 3
11.002,1.481, 3
11.019,1.465, 3
11.037,1.481, 3
11.055,1.494, 3
11.072,1.535, 3
11.090,1.571, 3
11.108,1.577, 0
11.125,1.565, 0
11.143,1.548, 0
11.161,1.519, 0
11.179,1.494, 0
11.196,1.487, 0
11.214,1.471, 0
11.232,1.471, 0
11.249,1.468, 0
11.267,1.452, 0
11.285,1.452, 0
11.302,1.458, 0
11.320,1.445, 0
11.338,1.439, 0
11.355,1.445, 0
11.373,1.455, 0
11.391,1.461, 0
11.408,1.465, 0
11.426,1.474, 0
11.444,1.477, 0
11.461,1.487, 0
11.479,1.474, 0
11.497,1.510, 0
11.514,1.468, 0
11.532,1.458, 0
11.550,1.448, 0
11.567,1.448, 0
11.585,1.435, 0
11.603,1.426, 0
11.621,1.432, 0
11.638,1.426, 0
11.656,1.423, 0
11.674,1.413, 0
11.691,1.445, 0
11.709,1.455, 0
11.727,1.448, 0
11.744,1.442, 0
11.762,1.442, 0
11.780,1.452, 0
11.797,1.455, 0
11.815,1.471, 0
11.833,1.481, 0
11.850,1.481, 0
11.868,1.474, 0
11.886,1.487, 0
11.903,1.490, 0
11.921,1.484, 0
11.939,1.484, 0
11.956,1.490, 0
11.974,1.500, 0
11.992,1.506, 0
12.009,1.503, 0
12.027,1.513, 0
12.045,1.510, 0
12.063,1.519, 0
12.080,1.516, 0
12.098,1.513, 0
12.116,1.513, 0
12.133,1.510, 0
12.151,1.516, 0
12.169,1.526, 0
12.186,1.519, 0
12.204,1.510, 0
12.222,1.510, 0
12.239,1.513, 0
12.257,1.513, 0
12.275,1.513, 0
12.292,1.513, 0
12.310,1.513, 0
12.328,1.506, 0
12.345,1.510, 0
12.363,1.503, 0
12.381,1.500, 0
12.398,1.500, 0
12.416,1.497, 0
12.434,1.519, 0
12.451,1.513, 0
12.469,1.519, 0
12.487,1.526, 0
12.505,1.529, 0
12.522,1.529, 0
12.540,1.529, 0
12.558,1.535, 0
12.575,1.523, 0
12.593,1.526, 0
12.611,1.529, 0
12.628,1.516, 0
12.646,1.500, 0
12.664,1.497, 0
12.681,1.500, 0
12.699,1.506, 0
12.717,1.497, 0
12.734,1.503, 0
12.752,1.497, 0
12.770,1.494, 0
12.787,1.497, 0
12.805,1.497, 0
12.823,1.490, 0
12.840,1.484, 0
12.858,1.494, 0
12.876,1.490, 0
12.893,1.497, 0
12.911,1.494, 0
12.929,1.497, 0
12.947,1.471, 0
12.964,1.465, 0
12.982,1.471, 0
13.000,1.484, 0
13.017,1.471, 0
13.035,1.468, 0
13.053,1.455, 0
13.070,1.461, 0
13.088,1.455, 0
13.106,1.465, 0
13.123,1.474, 0
13.141,1.471, 0
13.159,1.468, 0
13.176,1.468, 0
13.194,1.468, 0
13.212,1.461, 0
13.229,1.465, 0
13.247,1.465, 0
13.265,1.465, 0
13.282,1.477, 0
13.300,1.484, 0
13.318,1.497, 0
13.335,1.500, 0
13.353,1.516, 0
13.371,1.506, 0
13.389,1.503, 0
13.406,1.497, 0
13.424,1.490, 0
13.442,1.500, 0
13.459,1.503, 0
13.477,1.506, 0
13.495,1.500, 0
13.512,1.503, 0
13.530,1.503, 0
13.548,1.513, 0
13.565,1.516, 0
13.583,1.510, 0
13.601,1.513, 0
13.618,1.513, 0
13.636,1.513, 0
13.654,1.510, 0
13.671,1.494, 0
13.689,1.490, 0
13.707,1.494, 0
13.724,1.487, 0
13.742,1.481, 0
13.760,1.477, 0
13.777,1.484, 0
13.795,1.490, 0
13.813,1.490, 0
13.831,1.487, 0
13.848,1.490, 0
13.866,1.481, 0
13.884,1.484, 0
13.901,1.484, 0
13.919,1.481, 0
13.937,1.484, 0
13.954,1.494, 0
13.972,1.477, 0
13.990,1.465, 0
14.007,1.471, 0
14.025,1.465, 0
14.043,1.477, 0
14.060,1.484, 0
14.078,1.468, 0
14.096,1.461, 0
14.113,1.465, 0
14.131,1.461, 0
14.149,1.465, 0
14.166,1.474, 0
14.184,1.471, 0
14.202,1.471, 0
14.219,1.477, 0
14.237,1.468, 0
14.255,1.471, 0
14.273,1.465, 0
14.290,1.458, 0
14.308,1.474, 0
14.326,1.477, 0
14.343,1.465, 0
14.361,1.477, 0
14.379,1.490, 0
14.396,1.494, 0
14.414,1.503, 0
14.432,1.494, 0
14.449,1.497, 0
