221597.06,1
29375168.0,0
29634184.0,0
32916122.0,0
2239475.0,0
2206896.5,0
2239475.0,0
219459.92,0
245328.22,0
270398.72,0
209621.3,1
27131442.0,0
27300978.0,0
30249712.0,0
2139462.0,0
2129451.5,0
2152956.8,0
224512.17,0
249817.03,0
273870.03,0
214360.48,1
27611544.0,0
27911414.0,0
31200190.0,0
2178723.5,0
2194481.8,0
2187450.0,0
225998.67,0
251658.89,0
274751.81,0
215306.98,1
27965010.0,0
28364424.0,0
31583614.0,0
2212260.3,0
2228509.3,0
2252405.8,0
228724.59,0
253716.55,0
275416.91,0
218057.92,1
28794376.0,0
29140062.0,0
32621204.0,0
2261733.8,0
2292109.8,0
2307605.8,0
232146.91,0
255808.14,0
279247.34,0
222608.7,1
29514074.0,0
30333720.0,0
33859984.0,0
2339234.8,0
2345262.0,0
2361487.5,0
234217.75,0
257351.09,0
278336.5,0
222899.44,1
29856948.0,0
30524452.0,0
33419684.0,0
2313470.8,0
2331246.5,0
2355376.8,0
235024.09,0
258716.53,0
279705.0,0
222029.48,1
29257142.0,0
29694608.0,0
33216422.0,0
2309557.3,0
2309557.3,0
2311512.5,0
233736.59,0
257545.27,0
279019.06,0
218756.67,1
28927830.0,0
29414722.0,0
32307616.0,0
2257993.5,0
2278720.5,0
2263608.8,0
231989.13,0
256384.58,0
277657.28,0
218476.64,1
28966188.0,0
29554002.0,0
32117618.0,0
2250549.5,0
2241313.3,0
2278720.5,0
230578.7,0
255234.3,0
278336.5,0
