272993.88,1
41399872.0,0
42652784.0,0
49865704.0,0
3287319.5,0
3345721.8,0
3404113.8,0
284602.56,0
300910.97,0
321608.03,0
274751.81,1
42281292.0,0
43502156.0,0
51451228.0,0
3347772.8,0
3378841.0,0
3457999.3,0
287237.03,0
305762.91,0
324667.09,0
277883.31,1
43158380.0,0
44795624.0,0
51848100.0,0
3406237.0,0
3473394.0,0
3547856.3,0
291157.25,0
309085.41,0
327470.41,0
279019.06,1
43545516.0,0
44933836.0,0
52565472.0,0
3421173.5,0
3504599.0,0
3571055.0,0
292655.03,0
309085.41,0
329366.34,0
278109.72,1
43372600.0,0
44933836.0,0
52157580.0,0
3421173.5,0
3480034.0,0
3524957.0,0
291157.25,0
309927.38,0
326218.53,0
281318.69,1
43588960.0,0
45353632.0,0
53140888.0,0
3440571.3,0
3547856.3,0
3571055.0,0
292906.19,0
309927.38,0
329684.47,0
280624.84,1
44028216.0,0
45495316.0,0
53335504.0,0
3431923.0,0
3511358.8,0
3564063.5,0
293662.19,0
309085.41,0
330003.22,0
284602.56,1
44072628.0,0
45447988.0,0
53630116.0,0
3488926.8,0
3529513.3,0
3637655.5,0
295441.44,0
313341.5,0
329366.34,0
286513.72,1
45447988.0,0
46413596.0,0
54465820.0,0
3522683.3,0
3599297.0,0
3669429.0,0
297501.44,0
315076.94,0
333876.75,0
285316.25,1
45925720.0,0
47114308.0,0
55716048.0,0
3578073.8,0
3649810.8,0
3732118.5,0
300910.97,0
318606.09,0
335517.69,0
