350684.94,1
67147544.0,0
69942368.0,0
82878280.0,0
5036581.5,0
5179892.5,0
5336808.0,0
361071.94,0
368477.88,0
386926.13,0
342246.0,1
64855024.0,0
67825096.0,0
79703256.0,0
4927519.0,0
5069307.0,0
5194673.5,0
357292.41,0
366893.59,0
385179.63,0
340878.84,1
63534660.0,0
66941776.0,0
78415792.0,0
4727063.0,0
4923077.0,0
5050555.0,0
351769.16,0
361454.28,0
379189.03,0
329366.34,1
59470056.0,0
61914028.0,0
71958280.0,0
4467957.5,0
4576536.5,0
4710753.5,0
338177.0,0
349965.81,0
366106.53,0
321608.03,1
56655284.0,0
58553496.0,0
67615168.0,0
4171079.5,0
4305913.5,0
4410229.0,0
329048.84,0
340538.75,0
358794.69,0
313054.13,1
53729044.0,0
56073584.0,0
64615232.0,0
4056449.5,0
4164717.8,0
4216160.5,0
321608.03,0
335847.81,0
353225.25,0
306586.81,1
52470776.0,0
54601956.0,0
63076036.0,0
3956532.3,0
4050432.8,0
4148898.5,0
317420.97,0
331928.69,0
351045.59,0
301708.91,1
51180008.0,0
52787756.0,0
59959744.0,0
3755214.3,0
3866887.0,0
3976699.0,0
310491.22,0
325596.19,0
343278.59,0
294422.09,1
49414516.0,0
50852376.0,0
58592760.0,0
3714350.5,0
3778597.8,0
3875118.3,0
305489.25,0
321911.34,0
340878.84,0
