161565.16,1
17305518.0,0
17115696.0,0
17640916.0,0
1370358.0,0
1359442.4,0
1338124.8,0
170099.67,0
207077.86,0
236982.19,0
153018.53,1
16047013.0,0
15577846.0,0
16094303.0,0
1280400.1,0
1275615.1,0
1267326.8,0
172856.17,0
207707.91,0
235024.09,0
151793.66,1
15746276.0,0
15412982.0,0
16000000.0,0
1280400.1,0
1247639.4,0
1249923.8,0
170951.59,0
206077.69,0
232304.91,0
153569.28,1
16106169.0,0
15588963.0,0
16262035.0,0
1290078.8,0
1275615.1,0
1279200.5,0
172158.7,0
205953.34,0
232780.17,0
154682.78,1
16359461.0,0
15953262.0,0
16671585.0,0
1329007.1,0
1302384.8,0
1303628.3,0
174268.2,0
207329.42,0
234378.58,0
155528.55,1
16445671.0,0
16094303.0,0
16709842.0,0
1331599.5,0
1327714.8,0
1318737.9,0
173913.05,0
208596.45,0
233896.75,0
157538.47,1
16722633.0,0
16595594.0,0
17319238.0,0
1368984.0,0
1350033.0,0
1352708.0,0
176795.58,0
209235.8,0
236162.36,0
158415.84,1
17223654.0,0
16890722.0,0
17555854.0,0
1385656.3,0
1373114.4,0
1367612.8,0
178459.39,0
211308.3,0
238973.16,0
160804.02,1
17305518.0,0
17237244.0,0
17974766.0,0
1411440.4,0
1404182.4,0
1399863.3,0
179775.28,0
213155.7,0
239981.25,0
162953.53,1
17930506.0,0
17402018.0,0
18398652.0,0
1444287.8,0
1432167.9,0
1421728.6,0
182271.27,0
215442.88,0
241338.67,0
